,Event Index,Participant Public ID,Task Version,branch-hzku,Question Key,Response
0,1,5cc72cceccedf40017cad7f0,1.0,eligible,BEGIN QUESTIONNAIRE,
1,2,5cc72cceccedf40017cad7f0,1.0,eligible,response-1,18
2,3,5cc72cceccedf40017cad7f0,1.0,eligible,sex,Male
3,4,5cc72cceccedf40017cad7f0,1.0,eligible,sex-quantised,1
4,5,5cc72cceccedf40017cad7f0,1.0,eligible,pswq1,2
5,6,5cc72cceccedf40017cad7f0,1.0,eligible,sex-text,
6,7,5cc72cceccedf40017cad7f0,1.0,eligible,pswq1-quantised,2
7,8,5cc72cceccedf40017cad7f0,1.0,eligible,pswq2,5
8,9,5cc72cceccedf40017cad7f0,1.0,eligible,pswq3,1
9,10,5cc72cceccedf40017cad7f0,1.0,eligible,pswq2-quantised,5
10,11,5cc72cceccedf40017cad7f0,1.0,eligible,pswq4,4
11,12,5cc72cceccedf40017cad7f0,1.0,eligible,pswq3-quantised,1
12,13,5cc72cceccedf40017cad7f0,1.0,eligible,pswq4-quantised,4
13,14,5cc72cceccedf40017cad7f0,1.0,eligible,pswq5,5
14,15,5cc72cceccedf40017cad7f0,1.0,eligible,pswq5-quantised,5
15,16,5cc72cceccedf40017cad7f0,1.0,eligible,pswq6,4
16,17,5cc72cceccedf40017cad7f0,1.0,eligible,pswq6-quantised,4
17,18,5cc72cceccedf40017cad7f0,1.0,eligible,pswq7,3
18,19,5cc72cceccedf40017cad7f0,1.0,eligible,pswq7-quantised,3
19,20,5cc72cceccedf40017cad7f0,1.0,eligible,pswq8,2
20,21,5cc72cceccedf40017cad7f0,1.0,eligible,pswq8-quantised,2
21,22,5cc72cceccedf40017cad7f0,1.0,eligible,pswq9,4
22,23,5cc72cceccedf40017cad7f0,1.0,eligible,pswq10,1
23,24,5cc72cceccedf40017cad7f0,1.0,eligible,pswq10-quantised,1
24,25,5cc72cceccedf40017cad7f0,1.0,eligible,pswq11,2
25,26,5cc72cceccedf40017cad7f0,1.0,eligible,pswq9-quantised,4
26,27,5cc72cceccedf40017cad7f0,1.0,eligible,pswq11-quantised,2
27,28,5cc72cceccedf40017cad7f0,1.0,eligible,pswq12,5
28,29,5cc72cceccedf40017cad7f0,1.0,eligible,pswq12-quantised,5
29,30,5cc72cceccedf40017cad7f0,1.0,eligible,pswq13,5
30,31,5cc72cceccedf40017cad7f0,1.0,eligible,pswq13-quantised,5
31,32,5cc72cceccedf40017cad7f0,1.0,eligible,pswq14,2
32,33,5cc72cceccedf40017cad7f0,1.0,eligible,pswq14-quantised,2
33,34,5cc72cceccedf40017cad7f0,1.0,eligible,pswq15,3
34,35,5cc72cceccedf40017cad7f0,1.0,eligible,pswq15-quantised,3
35,36,5cc72cceccedf40017cad7f0,1.0,eligible,pswq16,5
36,37,5cc72cceccedf40017cad7f0,1.0,eligible,response-3-quantised,5
37,38,5cc72cceccedf40017cad7f0,1.0,eligible,END QUESTIONNAIRE,138442
38,1,5d3f3ad1afe77e0001c43c55,1.0,eligible,BEGIN QUESTIONNAIRE,
39,2,5d3f3ad1afe77e0001c43c55,1.0,eligible,response-1,18
40,3,5d3f3ad1afe77e0001c43c55,1.0,eligible,sex,Female
41,4,5d3f3ad1afe77e0001c43c55,1.0,eligible,sex-quantised,2
42,5,5d3f3ad1afe77e0001c43c55,1.0,eligible,sex-text,
43,6,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq1,4
44,7,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq1-quantised,4
45,8,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq2,2
46,9,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq2-quantised,2
47,10,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq3-quantised,4
48,11,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq3,4
49,12,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq4-quantised,1
50,13,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq4,1
51,14,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq5,1
52,15,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq5-quantised,1
53,16,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq6,3
54,17,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq6-quantised,3
55,18,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq7,2
56,19,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq7-quantised,2
57,20,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq8,4
58,21,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq8-quantised,4
59,22,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq9,2
60,23,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq10,4
61,24,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq9-quantised,2
62,25,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq10-quantised,4
63,26,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq11,5
64,27,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq11-quantised,5
65,28,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq12,2
66,29,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq12-quantised,2
67,30,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq13,1
68,31,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq13-quantised,1
69,32,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq14,2
70,33,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq14-quantised,2
71,34,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq15,2
72,35,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq15-quantised,2
73,36,5d3f3ad1afe77e0001c43c55,1.0,eligible,pswq16,1
74,37,5d3f3ad1afe77e0001c43c55,1.0,eligible,response-3-quantised,1
75,38,5d3f3ad1afe77e0001c43c55,1.0,eligible,END QUESTIONNAIRE,62980
76,1,5ceb9f99b5a9d90019c08b1c,1.0,eligible,BEGIN QUESTIONNAIRE,
77,2,5ceb9f99b5a9d90019c08b1c,1.0,eligible,response-1,18
78,3,5ceb9f99b5a9d90019c08b1c,1.0,eligible,sex-quantised,1
79,4,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq1,1
80,5,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq1-quantised,1
81,6,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq2,1
82,7,5ceb9f99b5a9d90019c08b1c,1.0,eligible,sex,Male
83,8,5ceb9f99b5a9d90019c08b1c,1.0,eligible,sex-text,
84,9,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq3,1
85,10,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq3-quantised,1
86,11,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq2-quantised,1
87,12,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq4-quantised,3
88,13,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq5,2
89,14,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq5-quantised,2
90,15,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq6,4
91,16,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq6-quantised,4
92,17,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq4,3
93,18,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq7,1
94,19,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq7-quantised,1
95,20,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq8,2
96,21,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq8-quantised,2
97,22,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq9,3
98,23,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq9-quantised,3
99,24,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq10,1
100,25,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq10-quantised,1
101,26,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq11,1
102,27,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq11-quantised,1
103,28,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq14-quantised,2
104,29,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq12,2
105,30,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq13,3
106,31,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq13-quantised,3
107,32,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq14,2
108,33,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq12-quantised,2
109,34,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq15,3
110,35,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq15-quantised,3
111,36,5ceb9f99b5a9d90019c08b1c,1.0,eligible,pswq16,4
112,37,5ceb9f99b5a9d90019c08b1c,1.0,eligible,response-3-quantised,4
113,38,5ceb9f99b5a9d90019c08b1c,1.0,eligible,END QUESTIONNAIRE,31336
114,1,5b729e1cd1ce720001937cd8,1.0,eligible,BEGIN QUESTIONNAIRE,
115,2,5b729e1cd1ce720001937cd8,1.0,eligible,response-1,18
116,3,5b729e1cd1ce720001937cd8,1.0,eligible,sex-quantised,2
117,4,5b729e1cd1ce720001937cd8,1.0,eligible,sex-text,
118,5,5b729e1cd1ce720001937cd8,1.0,eligible,pswq1,2
119,6,5b729e1cd1ce720001937cd8,1.0,eligible,pswq1-quantised,2
120,7,5b729e1cd1ce720001937cd8,1.0,eligible,sex,Female
121,8,5b729e1cd1ce720001937cd8,1.0,eligible,pswq2-quantised,4
122,9,5b729e1cd1ce720001937cd8,1.0,eligible,pswq3,1
123,10,5b729e1cd1ce720001937cd8,1.0,eligible,pswq2,4
124,11,5b729e1cd1ce720001937cd8,1.0,eligible,pswq3-quantised,1
125,12,5b729e1cd1ce720001937cd8,1.0,eligible,pswq4,4
126,13,5b729e1cd1ce720001937cd8,1.0,eligible,pswq4-quantised,4
127,14,5b729e1cd1ce720001937cd8,1.0,eligible,pswq5,3
128,15,5b729e1cd1ce720001937cd8,1.0,eligible,pswq5-quantised,3
129,16,5b729e1cd1ce720001937cd8,1.0,eligible,pswq6,1
130,17,5b729e1cd1ce720001937cd8,1.0,eligible,pswq6-quantised,1
131,18,5b729e1cd1ce720001937cd8,1.0,eligible,pswq7,4
132,19,5b729e1cd1ce720001937cd8,1.0,eligible,pswq7-quantised,4
133,20,5b729e1cd1ce720001937cd8,1.0,eligible,pswq8,2
134,21,5b729e1cd1ce720001937cd8,1.0,eligible,pswq13,4
135,22,5b729e1cd1ce720001937cd8,1.0,eligible,pswq8-quantised,2
136,23,5b729e1cd1ce720001937cd8,1.0,eligible,pswq9-quantised,3
137,24,5b729e1cd1ce720001937cd8,1.0,eligible,pswq10,1
138,25,5b729e1cd1ce720001937cd8,1.0,eligible,pswq10-quantised,1
139,26,5b729e1cd1ce720001937cd8,1.0,eligible,pswq11,2
140,27,5b729e1cd1ce720001937cd8,1.0,eligible,pswq11-quantised,2
141,28,5b729e1cd1ce720001937cd8,1.0,eligible,pswq12,1
142,29,5b729e1cd1ce720001937cd8,1.0,eligible,pswq12-quantised,1
143,30,5b729e1cd1ce720001937cd8,1.0,eligible,pswq9,3
144,31,5b729e1cd1ce720001937cd8,1.0,eligible,pswq13-quantised,4
145,32,5b729e1cd1ce720001937cd8,1.0,eligible,pswq14,3
146,33,5b729e1cd1ce720001937cd8,1.0,eligible,pswq14-quantised,3
147,34,5b729e1cd1ce720001937cd8,1.0,eligible,pswq15,2
148,35,5b729e1cd1ce720001937cd8,1.0,eligible,pswq15-quantised,2
149,36,5b729e1cd1ce720001937cd8,1.0,eligible,pswq16,3
150,37,5b729e1cd1ce720001937cd8,1.0,eligible,response-3-quantised,3
151,38,5b729e1cd1ce720001937cd8,1.0,eligible,END QUESTIONNAIRE,168363
152,1,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,BEGIN QUESTIONNAIRE,
153,2,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,response-1,18
154,3,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,sex,Male
155,4,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,sex-quantised,1
156,5,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,sex-text,
157,6,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq1,2
158,7,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq1-quantised,2
159,8,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq2,4
160,9,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq2-quantised,4
161,10,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq3,1
162,11,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq4,5
163,12,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq3-quantised,1
164,13,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq4-quantised,5
165,14,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq5,4
166,15,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq5-quantised,4
167,16,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq6,5
168,17,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq6-quantised,5
169,18,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq7,5
170,19,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq7-quantised,5
171,20,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq8,1
172,21,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq8-quantised,1
173,22,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq9,4
174,23,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq9-quantised,4
175,24,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq10,4
176,25,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq10-quantised,4
177,26,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq11,1
178,27,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq11-quantised,1
179,28,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq12,4
180,29,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq12-quantised,4
181,30,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq13,5
182,31,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq13-quantised,5
183,32,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq14,5
184,33,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq14-quantised,5
185,34,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq15,3
186,35,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq15-quantised,3
187,36,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,pswq16,5
188,37,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,response-3-quantised,5
189,38,5c11bb0fe6eb4e0001b2d4bd,1.0,eligible,END QUESTIONNAIRE,98327
190,1,5d5575339025920017fd271f,1.0,eligible,BEGIN QUESTIONNAIRE,
191,2,5d5575339025920017fd271f,1.0,eligible,response-1,18
192,3,5d5575339025920017fd271f,1.0,eligible,sex-quantised,1
193,4,5d5575339025920017fd271f,1.0,eligible,sex,Male
194,5,5d5575339025920017fd271f,1.0,eligible,sex-text,
195,6,5d5575339025920017fd271f,1.0,eligible,pswq1-quantised,2
196,7,5d5575339025920017fd271f,1.0,eligible,pswq2,5
197,8,5d5575339025920017fd271f,1.0,eligible,pswq2-quantised,5
198,9,5d5575339025920017fd271f,1.0,eligible,pswq1,2
199,10,5d5575339025920017fd271f,1.0,eligible,pswq3-quantised,1
200,11,5d5575339025920017fd271f,1.0,eligible,pswq4,4
201,12,5d5575339025920017fd271f,1.0,eligible,pswq4-quantised,4
202,13,5d5575339025920017fd271f,1.0,eligible,pswq5,4
203,14,5d5575339025920017fd271f,1.0,eligible,pswq5-quantised,4
204,15,5d5575339025920017fd271f,1.0,eligible,pswq3,1
205,16,5d5575339025920017fd271f,1.0,eligible,pswq6,5
206,17,5d5575339025920017fd271f,1.0,eligible,pswq6-quantised,5
207,18,5d5575339025920017fd271f,1.0,eligible,pswq7,5
208,19,5d5575339025920017fd271f,1.0,eligible,pswq7-quantised,5
209,20,5d5575339025920017fd271f,1.0,eligible,pswq8,1
210,21,5d5575339025920017fd271f,1.0,eligible,pswq8-quantised,1
211,22,5d5575339025920017fd271f,1.0,eligible,pswq9,4
212,23,5d5575339025920017fd271f,1.0,eligible,pswq9-quantised,4
213,24,5d5575339025920017fd271f,1.0,eligible,pswq10,1
214,25,5d5575339025920017fd271f,1.0,eligible,pswq10-quantised,1
215,26,5d5575339025920017fd271f,1.0,eligible,pswq11-quantised,2
216,27,5d5575339025920017fd271f,1.0,eligible,pswq12,4
217,28,5d5575339025920017fd271f,1.0,eligible,pswq12-quantised,4
218,29,5d5575339025920017fd271f,1.0,eligible,pswq13,5
219,30,5d5575339025920017fd271f,1.0,eligible,pswq11,2
220,31,5d5575339025920017fd271f,1.0,eligible,pswq13-quantised,5
221,32,5d5575339025920017fd271f,1.0,eligible,pswq14,3
222,33,5d5575339025920017fd271f,1.0,eligible,pswq14-quantised,3
223,34,5d5575339025920017fd271f,1.0,eligible,pswq15,4
224,35,5d5575339025920017fd271f,1.0,eligible,pswq15-quantised,4
225,36,5d5575339025920017fd271f,1.0,eligible,pswq16,5
226,37,5d5575339025920017fd271f,1.0,eligible,response-3-quantised,5
227,38,5d5575339025920017fd271f,1.0,eligible,END QUESTIONNAIRE,97066
228,1,5c542a124e2ebe0001458bf9,1.0,eligible,BEGIN QUESTIONNAIRE,
229,2,5c542a124e2ebe0001458bf9,1.0,eligible,response-1,19
230,3,5c542a124e2ebe0001458bf9,1.0,eligible,sex-quantised,1
231,4,5c542a124e2ebe0001458bf9,1.0,eligible,pswq1,2
232,5,5c542a124e2ebe0001458bf9,1.0,eligible,sex,Male
233,6,5c542a124e2ebe0001458bf9,1.0,eligible,sex-text,
234,7,5c542a124e2ebe0001458bf9,1.0,eligible,pswq2,5
235,8,5c542a124e2ebe0001458bf9,1.0,eligible,pswq2-quantised,5
236,9,5c542a124e2ebe0001458bf9,1.0,eligible,pswq1-quantised,2
237,10,5c542a124e2ebe0001458bf9,1.0,eligible,pswq3-quantised,1
238,11,5c542a124e2ebe0001458bf9,1.0,eligible,pswq4,5
239,12,5c542a124e2ebe0001458bf9,1.0,eligible,pswq4-quantised,5
240,13,5c542a124e2ebe0001458bf9,1.0,eligible,pswq5,5
241,14,5c542a124e2ebe0001458bf9,1.0,eligible,pswq3,1
242,15,5c542a124e2ebe0001458bf9,1.0,eligible,pswq5-quantised,5
243,16,5c542a124e2ebe0001458bf9,1.0,eligible,pswq6,4
244,17,5c542a124e2ebe0001458bf9,1.0,eligible,pswq6-quantised,4
245,18,5c542a124e2ebe0001458bf9,1.0,eligible,pswq7,3
246,19,5c542a124e2ebe0001458bf9,1.0,eligible,pswq7-quantised,3
